countryOrRegion,holidayName,normalizeHolidayName,isPaidTimeOff,countryRegionCode,date
Ireland,October Bank Holiday,October Bank Holiday,,IE,2008-10-27
New Zealand,Labour Day,Labour Day,,NZ,2008-10-27
Czech,Den vzniku samostatného československého státu,Den vzniku samostatného československého státu,,CZ,2008-10-28
Slovenia,dan reformacije,dan reformacije,,SI,2008-10-31
Austria,Allerheiligen,Allerheiligen,,AT,2008-11-01
Belgium,Allerheiligen,Allerheiligen,,BE,2008-11-01
Croatia,Svi sveti,Svi sveti,,HR,2008-11-01
Finland,Pyhäinpäivä,Pyhäinpäivä,,FI,2008-11-01
France,Toussaint,Toussaint,,FR,2008-11-01
Hungary,Mindenszentek,Mindenszentek,,HU,2008-11-01
Italy,Tutti i Santi,Tutti i Santi,,IT,2008-11-01
Poland,Uroczystość Wszystkich świętych,Uroczystość Wszystkich świętych,,PL,2008-11-01
Portugal,Dia de Todos os Santos,Dia de Todos os Santos,,PT,2008-11-01
Slovenia,dan spomina na mrtve,dan spomina na mrtve,,SI,2008-11-01
Spain,Todos los Santos,Todos los Santos,,ES,2008-11-01
Sweden,Alla helgons dag,Alla helgons dag,,SE,2008-11-01
Brazil,Finados,Finados,,BR,2008-11-02
Norway,Søndag,Søndag,,NO,2008-11-02
Sweden,Söndag,Söndag,,SE,2008-11-02
Colombia,Dia de Todos los Santos [All Saint's Day](Observed),Dia de Todos los Santos [All Saint's Day],,CO,2008-11-03
Japan,文化の日,文化の日,,JP,2008-11-03
Belarus,День Октябрьской революции,День Октябрьской революции,,BY,2008-11-07
Norway,Søndag,Søndag,,NO,2008-11-09
Sweden,Söndag,Söndag,,SE,2008-11-09
Belgium,Wapenstilstand,Wapenstilstand,,BE,2008-11-11
France,Armistice 1918,Armistice 1918,,FR,2008-11-11
Poland,Narodowe Święto Niepodległości,Narodowe Święto Niepodległości,,PL,2008-11-11
United States,Veterans Day,Veterans Day,False,US,2008-11-11
Brazil,Proclamação da República,Proclamação da República,,BR,2008-11-15
Norway,Søndag,Søndag,,NO,2008-11-16
Sweden,Söndag,Söndag,,SE,2008-11-16
Colombia,Independencia de Cartagena [Independence of Cartagena](Observed),Independencia de Cartagena [Independence of Cartagena],,CO,2008-11-17
Czech,Den boje za svobodu a demokracii,Den boje za svobodu a demokracii,,CZ,2008-11-17
Mexico,Día de la Revolución [Revolution Day] (Observed),Día de la Revolución [Revolution Day],,MX,2008-11-17
Mexico,Día de la Revolución [Revolution Day],Día de la Revolución [Revolution Day],,MX,2008-11-20
Japan,勤労感謝の日,勤労感謝の日,,JP,2008-11-23
Norway,Søndag,Søndag,,NO,2008-11-23
Sweden,Söndag,Söndag,,SE,2008-11-23
Japan,振替休日,振替休日,,JP,2008-11-24
United States,Thanksgiving,Thanksgiving,True,US,2008-11-27
Norway,Søndag,Søndag,,NO,2008-11-30
Scotland,St. Andrew's Day,St. Andrew's Day,,,2008-11-30
Sweden,Söndag,Söndag,,SE,2008-11-30
United Kingdom,St. Andrew's Day [Scotland],St. Andrew's Day,False,GB,2008-11-30
Portugal,Restauração da Independência,Restauração da Independência,,PT,2008-12-01
Finland,Itsenäisyyspäivä,Itsenäisyyspäivä,,FI,2008-12-06
Spain,Día de la constitución Española,Día de la constitución Española,,ES,2008-12-06
Norway,Søndag,Søndag,,NO,2008-12-07
Sweden,Söndag,Söndag,,SE,2008-12-07
Argentina,La Inmaculada Concepción [Immaculate Conception],La Inmaculada Concepción [Immaculate Conception],,AR,2008-12-08
Austria,Mariä Empfängnis,Mariä Empfängnis,,AT,2008-12-08
Colombia,La Inmaculada Concepción [Immaculate Conception],La Inmaculada Concepción [Immaculate Conception],,CO,2008-12-08
Italy,Immacolata Concezione,Immacolata Concezione,,IT,2008-12-08
Portugal,Imaculada Conceição,Imaculada Conceição,,PT,2008-12-08
Spain,La Inmaculada Concepción,La Inmaculada Concepción,,ES,2008-12-08
Norway,Søndag,Søndag,,NO,2008-12-14
Sweden,Söndag,Söndag,,SE,2008-12-14
South Africa,Day of Reconciliation,Day of Reconciliation,,ZA,2008-12-16
Norway,Søndag,Søndag,,NO,2008-12-21
Sweden,Söndag,Söndag,,SE,2008-12-21
Japan,天皇誕生日,天皇誕生日,,JP,2008-12-23
Czech,Štědrý den,Štědrý den,,CZ,2008-12-24
Finland,Jouluaatto,Jouluaatto,,FI,2008-12-24
Sweden,Julafton,Julafton,,SE,2008-12-24
Argentina,Navidad [Christmas],Navidad [Christmas],,AR,2008-12-25
Australia,Christmas Day,Christmas Day,,AU,2008-12-25
Austria,Christtag,Christtag,,AT,2008-12-25
Belarus,Рождество Христово (католическое Рождество),Рождество Христово (католическое Рождество),,BY,2008-12-25
Belgium,Kerstmis,Kerstmis,,BE,2008-12-25
Brazil,Natal,Natal,,BR,2008-12-25
Canada,Christmas Day,Christmas Day,,CA,2008-12-25
Colombia,Navidad [Christmas],Navidad [Christmas],,CO,2008-12-25
Croatia,Božić,Božić,,HR,2008-12-25
Czech,1. svátek vánoční,1. svátek vánoční,,CZ,2008-12-25
Denmark,Juledag,Juledag,,DK,2008-12-25
England,Christmas Day,Christmas Day,,,2008-12-25
Finland,Joulupäivä,Joulupäivä,,FI,2008-12-25
France,Noël,Noël,,FR,2008-12-25
Germany,Erster Weihnachtstag,Erster Weihnachtstag,,DE,2008-12-25
Hungary,Karácsony,Karácsony,,HU,2008-12-25
India,Christmas,Christmas,False,IN,2008-12-25
Ireland,Christmas Day,Christmas Day,,IE,2008-12-25
Isle of Man,Christmas Day,Christmas Day,,IM,2008-12-25
Italy,Natale,Natale,,IT,2008-12-25
Mexico,Navidad [Christmas],Navidad [Christmas],,MX,2008-12-25
Netherlands,Eerste Kerstdag,Eerste Kerstdag,,NL,2008-12-25
New Zealand,Christmas Day,Christmas Day,,NZ,2008-12-25
Northern Ireland,Christmas Day,Christmas Day,,,2008-12-25
Norway,Første juledag,Første juledag,,NO,2008-12-25
Poland,Boże Narodzenie (pierwszy dzień),Boże Narodzenie (pierwszy dzień),,PL,2008-12-25
Portugal,Dia de Natal,Dia de Natal,,PT,2008-12-25
Scotland,Christmas Day,Christmas Day,,,2008-12-25
Slovenia,Božič,Božič,,SI,2008-12-25
South Africa,Christmas Day,Christmas Day,,ZA,2008-12-25
Spain,Navidad,Navidad,,ES,2008-12-25
Sweden,Juldagen,Juldagen,,SE,2008-12-25
Switzerland,Weihnachten,Weihnachten,,CH,2008-12-25
United Kingdom,Christmas Day,Christmas Day,True,GB,2008-12-25
United States,Christmas Day,Christmas Day,True,US,2008-12-25
Wales,Christmas Day,Christmas Day,,,2008-12-25
Australia,Boxing Day,Boxing Day,,AU,2008-12-26
Austria,Stefanitag,Stefanitag,,AT,2008-12-26
Canada,Boxing Day,Boxing Day,,CA,2008-12-26
Croatia,Sveti Stjepan,Sveti Stjepan,,HR,2008-12-26
Czech,2. svátek vánoční,2. svátek vánoční,,CZ,2008-12-26
Denmark,Anden juledag,Anden juledag,,DK,2008-12-26
England,Boxing Day,Boxing Day,,,2008-12-26
Finland,Tapaninpäivä,Tapaninpäivä,,FI,2008-12-26
Germany,Zweiter Weihnachtstag,Zweiter Weihnachtstag,,DE,2008-12-26
Hungary,Karácsony másnapja,Karácsony másnapja,,HU,2008-12-26
Ireland,Boxing Day,Boxing Day,,IE,2008-12-26
Isle of Man,Boxing Day,Boxing Day,,IM,2008-12-26
Italy,Santo Stefano,Santo Stefano,,IT,2008-12-26
Netherlands,Tweede Kerstdag,Tweede Kerstdag,,NL,2008-12-26
New Zealand,Boxing Day,Boxing Day,,NZ,2008-12-26
Northern Ireland,Boxing Day,Boxing Day,,,2008-12-26
Norway,Andre juledag,Andre juledag,,NO,2008-12-26
Poland,Boże Narodzenie (drugi dzień),Boże Narodzenie (drugi dzień),,PL,2008-12-26
Scotland,Boxing Day,Boxing Day,,,2008-12-26
Slovenia,dan samostojnosti in enotnosti,dan samostojnosti in enotnosti,,SI,2008-12-26
South Africa,Day of Goodwill,Day of Goodwill,,ZA,2008-12-26
Sweden,Annandag jul,Annandag jul,,SE,2008-12-26
United Kingdom,Boxing Day,Boxing Day,True,GB,2008-12-26
Wales,Boxing Day,Boxing Day,,,2008-12-26
Norway,Søndag,Søndag,,NO,2008-12-28
Sweden,Söndag,Söndag,,SE,2008-12-28
Sweden,Nyårsafton,Nyårsafton,,SE,2008-12-31
Argentina,Año Nuevo [New Year's Day],Año Nuevo [New Year's Day],,AR,2009-01-01
Australia,New Year's Day,New Year's Day,,AU,2009-01-01
Austria,Neujahr,Neujahr,,AT,2009-01-01
Belarus,Новый год,Новый год,,BY,2009-01-01
Belgium,Nieuwjaarsdag,Nieuwjaarsdag,,BE,2009-01-01
Brazil,Ano novo,Ano novo,,BR,2009-01-01
Canada,New Year's Day,New Year's Day,,CA,2009-01-01
Colombia,Año Nuevo [New Year's Day],Año Nuevo [New Year's Day],,CO,2009-01-01
Croatia,Nova Godina,Nova Godina,,HR,2009-01-01
Czech,Den obnovy samostatného českého státu,Den obnovy samostatného českého státu,,CZ,2009-01-01
Denmark,Nytårsdag,Nytårsdag,,DK,2009-01-01
England,New Year's Day,New Year's Day,,,2009-01-01
Finland,Uudenvuodenpäivä,Uudenvuodenpäivä,,FI,2009-01-01
France,Jour de l'an,Jour de l'an,,FR,2009-01-01
Germany,Neujahr,Neujahr,,DE,2009-01-01
Hungary,Újév,Újév,,HU,2009-01-01
Ireland,New Year's Day,New Year's Day,,IE,2009-01-01
Isle of Man,New Year's Day,New Year's Day,,IM,2009-01-01
Italy,Capodanno,Capodanno,,IT,2009-01-01
Japan,元日,元日,,JP,2009-01-01
Mexico,Año Nuevo [New Year's Day],Año Nuevo [New Year's Day],,MX,2009-01-01
Netherlands,Nieuwjaarsdag,Nieuwjaarsdag,,NL,2009-01-01
New Zealand,New Year's Day,New Year's Day,,NZ,2009-01-01
Northern Ireland,New Year's Day,New Year's Day,,,2009-01-01
Norway,Første nyttårsdag,Første nyttårsdag,,NO,2009-01-01
Poland,Nowy Rok,Nowy Rok,,PL,2009-01-01
Portugal,Ano Novo,Ano Novo,,PT,2009-01-01
Scotland,New Year's Day,New Year's Day,,,2009-01-01
Slovenia,novo leto,novo leto,,SI,2009-01-01
South Africa,New Year's Day,New Year's Day,,ZA,2009-01-01
Spain,Año nuevo,Año nuevo,,ES,2009-01-01
Sweden,Nyårsdagen,Nyårsdagen,,SE,2009-01-01
Switzerland,Neujahrestag,Neujahrestag,,CH,2009-01-01
Ukraine,Новий рік,Новий рік,,UA,2009-01-01
United Kingdom,New Year's Day,New Year's Day,True,GB,2009-01-01
United States,New Year's Day,New Year's Day,True,US,2009-01-01
Wales,New Year's Day,New Year's Day,,,2009-01-01
New Zealand,Day after New Year's Day,Day after New Year's Day,,NZ,2009-01-02
Scotland,New Year Holiday,New Year Holiday,,,2009-01-02
Slovenia,novo leto,novo leto,,SI,2009-01-02
United Kingdom,New Year Holiday [Scotland],New Year Holiday,True,GB,2009-01-02
Norway,Søndag,Søndag,,NO,2009-01-04
Sweden,Söndag,Söndag,,SE,2009-01-04
Austria,Heilige Drei Könige,Heilige Drei Könige,,AT,2009-01-06
Croatia,Sveta tri kralja,Sveta tri kralja,,HR,2009-01-06
Finland,Loppiainen,Loppiainen,,FI,2009-01-06
Italy,Epifania del Signore,Epifania del Signore,,IT,2009-01-06
Spain,Epifanía del Señor,Epifanía del Señor,,ES,2009-01-06
Sweden,Trettondedag jul,Trettondedag jul,,SE,2009-01-06
Belarus,Рождество Христово (православное Рождество),Рождество Христово (православное Рождество),,BY,2009-01-07
Ukraine,Різдво Христове (православне),Різдво Христове (православне),,UA,2009-01-07
Norway,Søndag,Søndag,,NO,2009-01-11
Sweden,Söndag,Söndag,,SE,2009-01-11
Colombia,Día de los Reyes Magos [Epiphany](Observed),Día de los Reyes Magos [Epiphany],,CO,2009-01-12
Japan,成人の日,成人の日,,JP,2009-01-12
India,Makar Sankranti / Pongal,Makar Sankranti / Pongal,False,IN,2009-01-14
Norway,Søndag,Søndag,,NO,2009-01-18
Sweden,Söndag,Söndag,,SE,2009-01-18
United States,Martin Luther King Jr. Day,Martin Luther King Jr. Day,,US,2009-01-19
Norway,Søndag,Søndag,,NO,2009-01-25
Sweden,Söndag,Söndag,,SE,2009-01-25
Australia,Australia Day,Australia Day,,AU,2009-01-26
India,Republic Day,Republic Day,True,IN,2009-01-26
Norway,Søndag,Søndag,,NO,2009-02-01
Sweden,Söndag,Söndag,,SE,2009-02-01
Mexico,Día de la Constitución [Constitution Day] (Observed),Día de la Constitución [Constitution Day],,MX,2009-02-02
Mexico,Día de la Constitución [Constitution Day],Día de la Constitución [Constitution Day],,MX,2009-02-05
New Zealand,Waitangi Day,Waitangi Day,,NZ,2009-02-06
Norway,Søndag,Søndag,,NO,2009-02-08
Slovenia,Prešernov dan,Prešernov dan,,SI,2009-02-08
Sweden,Söndag,Söndag,,SE,2009-02-08
Japan,建国記念の日,建国記念の日,,JP,2009-02-11
Norway,Søndag,Søndag,,NO,2009-02-15
Sweden,Söndag,Söndag,,SE,2009-02-15
Canada,Family Day,Family Day,,CA,2009-02-16
United States,Washington's Birthday,Washington's Birthday,True,US,2009-02-16
Norway,Søndag,Søndag,,NO,2009-02-22
Sweden,Söndag,Söndag,,SE,2009-02-22
Argentina,Día de Carnaval [Carnival's Day],Día de Carnaval [Carnival's Day],,AR,2009-02-23
Argentina,Día de Carnaval [Carnival's Day],Día de Carnaval [Carnival's Day],,AR,2009-02-24
Brazil,Carnaval,Carnaval,,BR,2009-02-24
Brazil,Quarta-feira de cinzas (Início da Quaresma),Quarta-feira de cinzas (Início da Quaresma),,BR,2009-02-25
Norway,Søndag,Søndag,,NO,2009-03-01
Sweden,Söndag,Söndag,,SE,2009-03-01
Belarus,День женщин,День женщин,,BY,2009-03-08
Norway,Søndag,Søndag,,NO,2009-03-08
Sweden,Söndag,Söndag,,SE,2009-03-08
Ukraine,Міжнародний жіночий день,Міжнародний жіночий день,,UA,2009-03-08
Hungary,Nemzeti ünnep,Nemzeti ünnep,,HU,2009-03-15
Norway,Søndag,Søndag,,NO,2009-03-15
Sweden,Söndag,Söndag,,SE,2009-03-15
Mexico,Natalicio de Benito Juárez [Benito Juárez's birthday] (Observed),Natalicio de Benito Juárez [Benito Juárez's birthday],,MX,2009-03-16
Ireland,St. Patrick's Day,St. Patrick's Day,,IE,2009-03-17
Northern Ireland,St. Patrick's Day,St. Patrick's Day,,,2009-03-17
United Kingdom,St. Patrick's Day [Northern Ireland],St. Patrick's Day,False,GB,2009-03-17
Japan,春分の日,春分の日,,JP,2009-03-20
Mexico,Natalicio de Benito Juárez [Benito Juárez's birthday],Natalicio de Benito Juárez [Benito Juárez's birthday],,MX,2009-03-21
South Africa,Human Rights Day,Human Rights Day,,ZA,2009-03-21
Norway,Søndag,Søndag,,NO,2009-03-22
Sweden,Söndag,Söndag,,SE,2009-03-22
Colombia,Día de San José [Saint Joseph's Day](Observed),Día de San José [Saint Joseph's Day],,CO,2009-03-23
Argentina,Día Nacional de la Memoria por la Verdad y la Justicia [Memory's National Day for the Truth and Justice],Día Nacional de la Memoria por la Verdad y la Justicia [Memory's National Day for the Truth and Justice],,AR,2009-03-24
Norway,Søndag,Søndag,,NO,2009-03-29
Sweden,Söndag,Söndag,,SE,2009-03-29
Argentina,Día del Veterano y de los Caidos en la Guerra de Malvinas [Veterans Day and the Fallen in the Malvinas War],Día del Veterano y de los Caidos en la Guerra de Malvinas [Veterans Day and the Fallen in the Malvinas War],,AR,2009-04-02
Denmark,Palmesøndag,Palmesøndag,,DK,2009-04-05
Norway,Søndag,Søndag,,NO,2009-04-05
Sweden,Söndag,Söndag,,SE,2009-04-05
Argentina,Semana Santa (Jueves Santo)  [Holy day (Holy Thursday)],Semana Santa (Jueves Santo)  [Holy day (Holy Thursday)],,AR,2009-04-09
Colombia,Jueves Santo [Maundy Thursday],Jueves Santo [Maundy Thursday],,CO,2009-04-09
Denmark,Skærtorsdag,Skærtorsdag,,DK,2009-04-09
Norway,Skjærtorsdag,Skjærtorsdag,,NO,2009-04-09
Argentina,Semana Santa (Viernes Santo)  [Holy day (Holy Friday)],Semana Santa (Viernes Santo)  [Holy day (Holy Friday)],,AR,2009-04-10
Australia,Good Friday,Good Friday,,AU,2009-04-10
Brazil,Sexta-feira Santa,Sexta-feira Santa,,BR,2009-04-10
Canada,Good Friday,Good Friday,,CA,2009-04-10
Colombia,Viernes Santo [Good Friday],Viernes Santo [Good Friday],,CO,2009-04-10
Denmark,Langfredag,Langfredag,,DK,2009-04-10
England,Good Friday,Good Friday,,,2009-04-10
Finland,Pitkäperjantai,Pitkäperjantai,,FI,2009-04-10
Germany,Karfreitag,Karfreitag,,DE,2009-04-10
Isle of Man,Good Friday,Good Friday,,IM,2009-04-10
Netherlands,Goede Vrijdag,Goede Vrijdag,,NL,2009-04-10
New Zealand,Good Friday,Good Friday,,NZ,2009-04-10
Northern Ireland,Good Friday,Good Friday,,,2009-04-10
Norway,Langfredag,Langfredag,,NO,2009-04-10
Portugal,Sexta-feira Santa,Sexta-feira Santa,,PT,2009-04-10
Scotland,Good Friday,Good Friday,,,2009-04-10
South Africa,Good Friday,Good Friday,,ZA,2009-04-10
Sweden,Långfredagen,Långfredagen,,SE,2009-04-10
Switzerland,Karfreitag,Karfreitag,,CH,2009-04-10
United Kingdom,Good Friday,Good Friday,True,GB,2009-04-10
Wales,Good Friday,Good Friday,,,2009-04-10
Argentina,Día de Pascuas [Easter Day],Día de Pascuas [Easter Day],,AR,2009-04-12
Belgium,Pasen,Pasen,,BE,2009-04-12
Brazil,Páscoa,Páscoa,,BR,2009-04-12
Croatia,Uskrs,Uskrs,,HR,2009-04-12
Denmark,Påskedag,Påskedag,,DK,2009-04-12
Finland,Pääsiäispäivä,Pääsiäispäivä,,FI,2009-04-12
Hungary,Húsvét,Húsvét,,HU,2009-04-12
Italy,Pasqua di Resurrezione,Pasqua di Resurrezione,,IT,2009-04-12
Netherlands,Eerste paasdag,Eerste paasdag,,NL,2009-04-12
Norway,"Første påskedag, Søndag","Første påskedag, Søndag",,NO,2009-04-12
Poland,Niedziela Wielkanocna,Niedziela Wielkanocna,,PL,2009-04-12
Portugal,Páscoa,Páscoa,,PT,2009-04-12
Sweden,"Påskdagen, Söndag","Påskdagen, Söndag",,SE,2009-04-12
Switzerland,Ostern,Ostern,,CH,2009-04-12
Australia,Easter Monday,Easter Monday,,AU,2009-04-13
Austria,Ostermontag,Ostermontag,,AT,2009-04-13
Belgium,Paasmaandag,Paasmaandag,,BE,2009-04-13
Croatia,Uskrsni ponedjeljak,Uskrsni ponedjeljak,,HR,2009-04-13
Czech,Velikonoční pondělí,Velikonoční pondělí,,CZ,2009-04-13
Denmark,Anden påskedag,Anden påskedag,,DK,2009-04-13
England,Easter Monday,Easter Monday,,,2009-04-13
Finland,2. pääsiäispäivä,2. pääsiäispäivä,,FI,2009-04-13
France,Lundi de Pâques,Lundi de Pâques,,FR,2009-04-13
Germany,Ostermontag,Ostermontag,,DE,2009-04-13
Hungary,Húsvét Hétfő,Húsvét Hétfő,,HU,2009-04-13
Ireland,Easter Monday,Easter Monday,,IE,2009-04-13
Isle of Man,Easter Monday,Easter Monday,,IM,2009-04-13
Italy,Lunedì dell'Angelo,Lunedì dell'Angelo,,IT,2009-04-13
Netherlands,Tweede paasdag,Tweede paasdag,,NL,2009-04-13
New Zealand,Easter Monday,Easter Monday,,NZ,2009-04-13
Northern Ireland,Easter Monday,Easter Monday,,,2009-04-13
Norway,Andre påskedag,Andre påskedag,,NO,2009-04-13
Poland,Poniedziałek Wielkanocny,Poniedziałek Wielkanocny,,PL,2009-04-13
Slovenia,Velikonočni ponedeljek,Velikonočni ponedeljek,,SI,2009-04-13
South Africa,Family Day,Family Day,,ZA,2009-04-13
Sweden,Annandag påsk,Annandag påsk,,SE,2009-04-13
Switzerland,Ostermontag,Ostermontag,,CH,2009-04-13
United Kingdom,"Easter Monday [England, Wales, Northern Ireland]",Easter Monday,True,GB,2009-04-13
Wales,Easter Monday,Easter Monday,,,2009-04-13
Norway,Søndag,Søndag,,NO,2009-04-19
Sweden,Söndag,Söndag,,SE,2009-04-19
Ukraine,Пасха (Великдень),Пасха (Великдень),,UA,2009-04-19
Brazil,Tiradentes,Tiradentes,,BR,2009-04-21
South Africa,National and provincial government elections,National and provincial government elections,,ZA,2009-04-22
Australia,Anzac Day,Anzac Day,,AU,2009-04-25
Italy,Festa della Liberazione,Festa della Liberazione,,IT,2009-04-25
New Zealand,Anzac Day,Anzac Day,,NZ,2009-04-25
Portugal,Dia da Liberdade,Dia da Liberdade,,PT,2009-04-25
Norway,Søndag,Søndag,,NO,2009-04-26
Sweden,Söndag,Söndag,,SE,2009-04-26
Slovenia,dan upora proti okupatorju,dan upora proti okupatorju,,SI,2009-04-27
South Africa,Freedom Day,Freedom Day,,ZA,2009-04-27
Belarus,Радуница,Радуница,,BY,2009-04-28
Japan,昭和の日,昭和の日,,JP,2009-04-29
Netherlands,Koninginnedag,Koninginnedag,,NL,2009-04-30
Argentina,Día del Trabajo [Labour Day],Día del Trabajo [Labour Day],,AR,2009-05-01
Austria,Staatsfeiertag,Staatsfeiertag,,AT,2009-05-01
Belarus,Праздник труда,Праздник труда,,BY,2009-05-01
Belgium,Dag van de Arbeid,Dag van de Arbeid,,BE,2009-05-01
Brazil,Dia Mundial do Trabalho,Dia Mundial do Trabalho,,BR,2009-05-01
Colombia,Día del Trabajo [Labour Day],Día del Trabajo [Labour Day],,CO,2009-05-01
Croatia,Međunarodni praznik rada,Međunarodni praznik rada,,HR,2009-05-01
Czech,Svátek práce,Svátek práce,,CZ,2009-05-01
Finland,Vappu,Vappu,,FI,2009-05-01
France,Fête du Travail,Fête du Travail,,FR,2009-05-01
Germany,Erster Mai,Erster Mai,,DE,2009-05-01
Hungary,A Munka ünnepe,A Munka ünnepe,,HU,2009-05-01
India,Labour Day,Labour Day,False,IN,2009-05-01
Italy,Festa dei Lavoratori,Festa dei Lavoratori,,IT,2009-05-01
Mexico,Día del Trabajo [Labour Day],Día del Trabajo [Labour Day],,MX,2009-05-01
Norway,Arbeidernes dag,Arbeidernes dag,,NO,2009-05-01
Poland,Święto Państwowe,Święto Państwowe,,PL,2009-05-01
Portugal,Dia do Trabalhador,Dia do Trabalhador,,PT,2009-05-01
Slovenia,praznik dela,praznik dela,,SI,2009-05-01
South Africa,Workers' Day,Workers' Day,,ZA,2009-05-01
